cyclone_id,cyclone_name,dataset_split,sequence_index,forecast_origin_timestamp_t,plotted_x_coordinate_hours,input_timestamp_t_minus_12h,input_timestamp_t_minus_9h,input_timestamp_t_minus_6h,input_timestamp_t_minus_3h,input_timestamp_t,actual_vmax_t,actual_vmax_t_plus_3h,actual_vmax_t_plus_6h,actual_vmax_t_plus_9h,actual_vmax_t_plus_12h,actual_vmax_t_plus_15h,actual_vmax_t_plus_18h,actual_vmax_t_plus_21h,actual_vmax_t_plus_24h,target_timestamp_plus_6h,target_timestamp_plus_12h,target_timestamp_plus_24h,transformer_pred_plus_6h,transformer_pred_plus_12h,transformer_pred_plus_24h,gru_pred_plus_6h,gru_pred_plus_12h,gru_pred_plus_24h,persistence_pred_plus_6h,persistence_pred_plus_12h,persistence_pred_plus_24h,plotted_target_timestamp_in_graph
201004I,Super Cyclone Giri,Validation Split,2,2010102012,6.0,2010102000,2010102003,2010102006,2010102009,2010102012,30.0,33.0,35.0,43.0,50.0,53.0,55.0,60.0,65.0,2010102018,2010102100,2010102112,31.64,33.71,38.35,33.76,35.82,39.46,30.0,30.0,30.0,"{'+6h_subplot_target_timestamp': '2010102018', '+12h_subplot_target_timestamp': '2010102100', '+24h_subplot_target_timestamp': '2010102112', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201004I,Super Cyclone Giri,Validation Split,3,2010102015,9.0,2010102003,2010102006,2010102009,2010102012,2010102015,33.0,35.0,43.0,50.0,53.0,55.0,60.0,65.0,68.0,2010102021,2010102103,2010102115,32.28,33.28,35.44,34.67,34.57,34.04,33.0,33.0,33.0,"{'+6h_subplot_target_timestamp': '2010102021', '+12h_subplot_target_timestamp': '2010102103', '+24h_subplot_target_timestamp': '2010102115', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201004I,Super Cyclone Giri,Validation Split,4,2010102018,12.0,2010102006,2010102009,2010102012,2010102015,2010102018,35.0,43.0,50.0,53.0,55.0,60.0,65.0,68.0,70.0,2010102100,2010102106,2010102118,31.57,34.18,40.03,33.61,34.85,36.98,35.0,35.0,35.0,"{'+6h_subplot_target_timestamp': '2010102100', '+12h_subplot_target_timestamp': '2010102106', '+24h_subplot_target_timestamp': '2010102118', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201004I,Super Cyclone Giri,Validation Split,5,2010102021,15.0,2010102009,2010102012,2010102015,2010102018,2010102021,43.0,50.0,53.0,55.0,60.0,65.0,68.0,70.0,80.0,2010102103,2010102109,2010102121,32.03,35.3,42.45,36.11,36.71,37.52,43.0,43.0,43.0,"{'+6h_subplot_target_timestamp': '2010102103', '+12h_subplot_target_timestamp': '2010102109', '+24h_subplot_target_timestamp': '2010102121', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201004I,Super Cyclone Giri,Validation Split,6,2010102100,18.0,2010102012,2010102015,2010102018,2010102021,2010102100,50.0,53.0,55.0,60.0,65.0,68.0,70.0,80.0,90.0,2010102106,2010102112,2010102200,34.8,39.02,48.01,35.99,40.8,49.61,50.0,50.0,50.0,"{'+6h_subplot_target_timestamp': '2010102106', '+12h_subplot_target_timestamp': '2010102112', '+24h_subplot_target_timestamp': '2010102200', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201004I,Super Cyclone Giri,Validation Split,7,2010102103,21.0,2010102015,2010102018,2010102021,2010102100,2010102103,53.0,55.0,60.0,65.0,68.0,70.0,80.0,90.0,108.0,2010102109,2010102115,2010102203,41.01,47.4,60.92,44.77,50.94,61.84,53.0,53.0,53.0,"{'+6h_subplot_target_timestamp': '2010102109', '+12h_subplot_target_timestamp': '2010102115', '+24h_subplot_target_timestamp': '2010102203', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201004I,Super Cyclone Giri,Validation Split,8,2010102106,24.0,2010102018,2010102021,2010102100,2010102103,2010102106,55.0,60.0,65.0,68.0,70.0,80.0,90.0,108.0,125.0,2010102112,2010102118,2010102206,49.0,54.65,66.18,57.13,62.63,71.38,55.0,55.0,55.0,"{'+6h_subplot_target_timestamp': '2010102112', '+12h_subplot_target_timestamp': '2010102118', '+24h_subplot_target_timestamp': '2010102206', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201004I,Super Cyclone Giri,Validation Split,9,2010102109,27.0,2010102021,2010102100,2010102103,2010102106,2010102109,60.0,65.0,68.0,70.0,80.0,90.0,108.0,125.0,130.0,2010102115,2010102121,2010102209,50.21,55.18,65.08,59.67,60.07,59.16,60.0,60.0,60.0,"{'+6h_subplot_target_timestamp': '2010102115', '+12h_subplot_target_timestamp': '2010102121', '+24h_subplot_target_timestamp': '2010102209', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201004I,Super Cyclone Giri,Validation Split,10,2010102112,30.0,2010102100,2010102103,2010102106,2010102109,2010102112,65.0,68.0,70.0,80.0,90.0,108.0,125.0,130.0,135.0,2010102118,2010102200,2010102212,54.53,58.99,67.56,66.61,63.15,54.71,65.0,65.0,65.0,"{'+6h_subplot_target_timestamp': '2010102118', '+12h_subplot_target_timestamp': '2010102200', '+24h_subplot_target_timestamp': '2010102212', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201004I,Super Cyclone Giri,Validation Split,11,2010102115,33.0,2010102103,2010102106,2010102109,2010102112,2010102115,68.0,70.0,80.0,90.0,108.0,125.0,130.0,135.0,108.0,2010102121,2010102203,2010102215,63.63,67.1,72.57,62.73,61.33,57.07,68.0,68.0,68.0,"{'+6h_subplot_target_timestamp': '2010102121', '+12h_subplot_target_timestamp': '2010102203', '+24h_subplot_target_timestamp': '2010102215', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201004I,Super Cyclone Giri,Validation Split,12,2010102118,36.0,2010102106,2010102109,2010102112,2010102115,2010102118,70.0,80.0,90.0,108.0,125.0,130.0,135.0,108.0,80.0,2010102200,2010102206,2010102218,58.29,63.3,72.95,59.71,58.62,55.01,70.0,70.0,70.0,"{'+6h_subplot_target_timestamp': '2010102200', '+12h_subplot_target_timestamp': '2010102206', '+24h_subplot_target_timestamp': '2010102218', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201004I,Super Cyclone Giri,Validation Split,13,2010102121,39.0,2010102109,2010102112,2010102115,2010102118,2010102121,80.0,90.0,108.0,125.0,130.0,135.0,108.0,80.0,68.0,2010102203,2010102209,2010102221,67.56,73.9,85.46,60.87,61.51,61.01,80.0,80.0,80.0,"{'+6h_subplot_target_timestamp': '2010102203', '+12h_subplot_target_timestamp': '2010102209', '+24h_subplot_target_timestamp': '2010102221', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201004I,Super Cyclone Giri,Validation Split,14,2010102200,42.0,2010102112,2010102115,2010102118,2010102121,2010102200,90.0,108.0,125.0,130.0,135.0,108.0,80.0,68.0,55.0,2010102206,2010102212,2010102300,72.51,80.15,94.14,78.41,83.68,90.32,90.0,90.0,90.0,"{'+6h_subplot_target_timestamp': '2010102206', '+12h_subplot_target_timestamp': '2010102212', '+24h_subplot_target_timestamp': '2010102300', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201004I,Super Cyclone Giri,Validation Split,15,2010102203,45.0,2010102115,2010102118,2010102121,2010102200,2010102203,108.0,125.0,130.0,135.0,108.0,80.0,68.0,55.0,48.0,2010102209,2010102215,2010102303,87.4,90.37,92.98,99.4,102.07,102.08,108.0,108.0,108.0,"{'+6h_subplot_target_timestamp': '2010102209', '+12h_subplot_target_timestamp': '2010102215', '+24h_subplot_target_timestamp': '2010102303', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201004I,Super Cyclone Giri,Validation Split,16,2010102206,48.0,2010102118,2010102121,2010102200,2010102203,2010102206,125.0,130.0,135.0,108.0,80.0,68.0,55.0,48.0,40.0,2010102212,2010102218,2010102306,104.98,108.32,110.26,118.9,119.8,114.77,125.0,125.0,125.0,"{'+6h_subplot_target_timestamp': '2010102212', '+12h_subplot_target_timestamp': '2010102218', '+24h_subplot_target_timestamp': '2010102306', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201004I,Super Cyclone Giri,Validation Split,17,2010102209,51.0,2010102121,2010102200,2010102203,2010102206,2010102209,130.0,135.0,108.0,80.0,68.0,55.0,48.0,40.0,38.0,2010102215,2010102221,2010102309,125.72,120.34,103.65,129.82,126.82,113.88,130.0,130.0,130.0,"{'+6h_subplot_target_timestamp': '2010102215', '+12h_subplot_target_timestamp': '2010102221', '+24h_subplot_target_timestamp': '2010102309', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201004I,Super Cyclone Giri,Validation Split,18,2010102212,54.0,2010102200,2010102203,2010102206,2010102209,2010102212,135.0,108.0,80.0,68.0,55.0,48.0,40.0,38.0,35.0,2010102218,2010102300,2010102312,125.65,120.56,104.5,118.71,111.12,91.4,135.0,135.0,135.0,"{'+6h_subplot_target_timestamp': '2010102218', '+12h_subplot_target_timestamp': '2010102300', '+24h_subplot_target_timestamp': '2010102312', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201004I,Super Cyclone Giri,Validation Split,19,2010102215,57.0,2010102203,2010102206,2010102209,2010102212,2010102215,108.0,80.0,68.0,55.0,48.0,40.0,38.0,35.0,35.0,2010102221,2010102303,2010102315,114.58,108.94,93.28,107.2,98.02,76.56,108.0,108.0,108.0,"{'+6h_subplot_target_timestamp': '2010102221', '+12h_subplot_target_timestamp': '2010102303', '+24h_subplot_target_timestamp': '2010102315', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201004I,Super Cyclone Giri,Validation Split,20,2010102218,60.0,2010102206,2010102209,2010102212,2010102215,2010102218,80.0,68.0,55.0,48.0,40.0,38.0,35.0,35.0,35.0,2010102300,2010102306,2010102318,96.67,89.99,74.4,100.28,91.38,71.18,80.0,80.0,80.0,"{'+6h_subplot_target_timestamp': '2010102300', '+12h_subplot_target_timestamp': '2010102306', '+24h_subplot_target_timestamp': '2010102318', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201004I,Super Cyclone Giri,Validation Split,21,2010102221,63.0,2010102209,2010102212,2010102215,2010102218,2010102221,68.0,55.0,48.0,40.0,38.0,35.0,35.0,35.0,33.0,2010102303,2010102309,2010102321,68.44,56.61,36.59,76.71,66.18,44.63,68.0,68.0,68.0,"{'+6h_subplot_target_timestamp': '2010102303', '+12h_subplot_target_timestamp': '2010102309', '+24h_subplot_target_timestamp': '2010102321', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201004I,Super Cyclone Giri,Validation Split,22,2010102300,66.0,2010102212,2010102215,2010102218,2010102221,2010102300,55.0,48.0,40.0,38.0,35.0,35.0,35.0,33.0,30.0,2010102306,2010102312,2010102400,50.22,43.7,32.01,68.84,59.74,41.19,55.0,55.0,55.0,"{'+6h_subplot_target_timestamp': '2010102306', '+12h_subplot_target_timestamp': '2010102312', '+24h_subplot_target_timestamp': '2010102400', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,0,2013120518,0.0,2013120506,2013120509,2013120512,2013120515,2013120518,25.0,28.0,30.0,33.0,35.0,38.0,40.0,43.0,45.0,2013120600,2013120606,2013120618,32.33,36.19,44.76,34.83,39.31,47.61,25.0,25.0,25.0,"{'+6h_subplot_target_timestamp': '2013120600', '+12h_subplot_target_timestamp': '2013120606', '+24h_subplot_target_timestamp': '2013120618', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,1,2013120521,3.0,2013120509,2013120512,2013120515,2013120518,2013120521,28.0,30.0,33.0,35.0,38.0,40.0,43.0,45.0,48.0,2013120603,2013120609,2013120621,32.91,37.06,46.23,37.74,42.69,51.76,28.0,28.0,28.0,"{'+6h_subplot_target_timestamp': '2013120603', '+12h_subplot_target_timestamp': '2013120609', '+24h_subplot_target_timestamp': '2013120621', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,2,2013120600,6.0,2013120512,2013120515,2013120518,2013120521,2013120600,30.0,33.0,35.0,38.0,40.0,43.0,45.0,48.0,50.0,2013120606,2013120612,2013120700,34.95,40.35,52.33,41.33,46.45,55.72,30.0,30.0,30.0,"{'+6h_subplot_target_timestamp': '2013120606', '+12h_subplot_target_timestamp': '2013120612', '+24h_subplot_target_timestamp': '2013120700', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,3,2013120603,9.0,2013120515,2013120518,2013120521,2013120600,2013120603,33.0,35.0,38.0,40.0,43.0,45.0,48.0,50.0,53.0,2013120609,2013120615,2013120703,33.03,37.99,48.9,37.68,42.83,52.21,33.0,33.0,33.0,"{'+6h_subplot_target_timestamp': '2013120609', '+12h_subplot_target_timestamp': '2013120615', '+24h_subplot_target_timestamp': '2013120703', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,4,2013120606,12.0,2013120518,2013120521,2013120600,2013120603,2013120606,35.0,38.0,40.0,43.0,45.0,48.0,50.0,53.0,55.0,2013120612,2013120618,2013120706,40.38,45.07,54.97,41.7,45.9,53.3,35.0,35.0,35.0,"{'+6h_subplot_target_timestamp': '2013120612', '+12h_subplot_target_timestamp': '2013120618', '+24h_subplot_target_timestamp': '2013120706', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,5,2013120609,15.0,2013120521,2013120600,2013120603,2013120606,2013120609,38.0,40.0,43.0,45.0,48.0,50.0,53.0,55.0,55.0,2013120615,2013120621,2013120709,39.7,44.07,53.25,41.81,46.94,56.15,38.0,38.0,38.0,"{'+6h_subplot_target_timestamp': '2013120615', '+12h_subplot_target_timestamp': '2013120621', '+24h_subplot_target_timestamp': '2013120709', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,6,2013120612,18.0,2013120600,2013120603,2013120606,2013120609,2013120612,40.0,43.0,45.0,48.0,50.0,53.0,55.0,55.0,55.0,2013120618,2013120700,2013120712,42.81,48.44,60.35,43.57,48.5,57.1,40.0,40.0,40.0,"{'+6h_subplot_target_timestamp': '2013120618', '+12h_subplot_target_timestamp': '2013120700', '+24h_subplot_target_timestamp': '2013120712', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,7,2013120615,21.0,2013120603,2013120606,2013120609,2013120612,2013120615,43.0,45.0,48.0,50.0,53.0,55.0,55.0,55.0,58.0,2013120621,2013120703,2013120715,45.02,49.55,58.79,45.28,49.58,56.72,43.0,43.0,43.0,"{'+6h_subplot_target_timestamp': '2013120621', '+12h_subplot_target_timestamp': '2013120703', '+24h_subplot_target_timestamp': '2013120715', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,8,2013120618,24.0,2013120606,2013120609,2013120612,2013120615,2013120618,45.0,48.0,50.0,53.0,55.0,55.0,55.0,58.0,60.0,2013120700,2013120706,2013120718,50.38,54.46,62.56,51.24,53.21,55.73,45.0,45.0,45.0,"{'+6h_subplot_target_timestamp': '2013120700', '+12h_subplot_target_timestamp': '2013120706', '+24h_subplot_target_timestamp': '2013120718', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,9,2013120621,27.0,2013120609,2013120612,2013120615,2013120618,2013120621,48.0,50.0,53.0,55.0,55.0,55.0,58.0,60.0,63.0,2013120703,2013120709,2013120721,51.62,55.59,63.23,57.13,57.94,58.02,48.0,48.0,48.0,"{'+6h_subplot_target_timestamp': '2013120703', '+12h_subplot_target_timestamp': '2013120709', '+24h_subplot_target_timestamp': '2013120721', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,10,2013120700,30.0,2013120612,2013120615,2013120618,2013120621,2013120700,50.0,53.0,55.0,55.0,55.0,58.0,60.0,63.0,65.0,2013120706,2013120712,2013120800,55.56,58.18,62.6,57.69,56.2,51.94,50.0,50.0,50.0,"{'+6h_subplot_target_timestamp': '2013120706', '+12h_subplot_target_timestamp': '2013120712', '+24h_subplot_target_timestamp': '2013120800', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,11,2013120703,33.0,2013120615,2013120618,2013120621,2013120700,2013120703,53.0,55.0,55.0,55.0,58.0,60.0,63.0,65.0,65.0,2013120709,2013120715,2013120803,55.68,57.67,60.7,57.72,57.8,56.49,53.0,53.0,53.0,"{'+6h_subplot_target_timestamp': '2013120709', '+12h_subplot_target_timestamp': '2013120715', '+24h_subplot_target_timestamp': '2013120803', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,12,2013120706,36.0,2013120618,2013120621,2013120700,2013120703,2013120706,55.0,55.0,55.0,58.0,60.0,63.0,65.0,65.0,65.0,2013120712,2013120718,2013120806,58.58,61.16,65.32,58.28,58.81,58.31,55.0,55.0,55.0,"{'+6h_subplot_target_timestamp': '2013120712', '+12h_subplot_target_timestamp': '2013120718', '+24h_subplot_target_timestamp': '2013120806', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,13,2013120709,39.0,2013120621,2013120700,2013120703,2013120706,2013120709,55.0,55.0,58.0,60.0,63.0,65.0,65.0,65.0,65.0,2013120715,2013120721,2013120809,61.12,63.64,67.49,64.79,63.86,60.22,55.0,55.0,55.0,"{'+6h_subplot_target_timestamp': '2013120715', '+12h_subplot_target_timestamp': '2013120721', '+24h_subplot_target_timestamp': '2013120809', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,14,2013120712,42.0,2013120700,2013120703,2013120706,2013120709,2013120712,55.0,58.0,60.0,63.0,65.0,65.0,65.0,65.0,65.0,2013120718,2013120800,2013120812,61.22,63.71,67.55,63.92,62.55,58.16,55.0,55.0,55.0,"{'+6h_subplot_target_timestamp': '2013120718', '+12h_subplot_target_timestamp': '2013120800', '+24h_subplot_target_timestamp': '2013120812', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,15,2013120715,45.0,2013120703,2013120706,2013120709,2013120712,2013120715,58.0,60.0,63.0,65.0,65.0,65.0,65.0,65.0,65.0,2013120721,2013120803,2013120815,63.83,65.89,68.57,69.08,65.86,57.74,58.0,58.0,58.0,"{'+6h_subplot_target_timestamp': '2013120721', '+12h_subplot_target_timestamp': '2013120803', '+24h_subplot_target_timestamp': '2013120815', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,16,2013120718,48.0,2013120706,2013120709,2013120712,2013120715,2013120718,60.0,63.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,2013120800,2013120806,2013120818,66.29,67.08,66.93,65.43,63.02,56.69,60.0,60.0,60.0,"{'+6h_subplot_target_timestamp': '2013120800', '+12h_subplot_target_timestamp': '2013120806', '+24h_subplot_target_timestamp': '2013120818', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,17,2013120721,51.0,2013120709,2013120712,2013120715,2013120718,2013120721,63.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,63.0,2013120803,2013120809,2013120821,66.3,68.65,71.8,67.93,63.87,54.35,63.0,63.0,63.0,"{'+6h_subplot_target_timestamp': '2013120803', '+12h_subplot_target_timestamp': '2013120809', '+24h_subplot_target_timestamp': '2013120821', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,18,2013120800,54.0,2013120712,2013120715,2013120718,2013120721,2013120800,65.0,65.0,65.0,65.0,65.0,65.0,65.0,63.0,60.0,2013120806,2013120812,2013120900,64.48,65.3,65.22,64.92,62.74,56.82,65.0,65.0,65.0,"{'+6h_subplot_target_timestamp': '2013120806', '+12h_subplot_target_timestamp': '2013120812', '+24h_subplot_target_timestamp': '2013120900', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,19,2013120803,57.0,2013120715,2013120718,2013120721,2013120800,2013120803,65.0,65.0,65.0,65.0,65.0,65.0,63.0,60.0,60.0,2013120809,2013120815,2013120903,68.04,69.29,69.81,66.8,62.64,52.87,65.0,65.0,65.0,"{'+6h_subplot_target_timestamp': '2013120809', '+12h_subplot_target_timestamp': '2013120815', '+24h_subplot_target_timestamp': '2013120903', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,20,2013120806,60.0,2013120718,2013120721,2013120800,2013120803,2013120806,65.0,65.0,65.0,65.0,65.0,63.0,60.0,60.0,60.0,2013120812,2013120818,2013120906,68.9,71.18,74.01,67.18,67.49,66.01,65.0,65.0,65.0,"{'+6h_subplot_target_timestamp': '2013120812', '+12h_subplot_target_timestamp': '2013120818', '+24h_subplot_target_timestamp': '2013120906', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,21,2013120809,63.0,2013120721,2013120800,2013120803,2013120806,2013120809,65.0,65.0,65.0,65.0,63.0,60.0,60.0,60.0,63.0,2013120815,2013120821,2013120909,67.07,66.59,63.73,68.57,64.01,53.46,65.0,65.0,65.0,"{'+6h_subplot_target_timestamp': '2013120815', '+12h_subplot_target_timestamp': '2013120821', '+24h_subplot_target_timestamp': '2013120909', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,22,2013120812,66.0,2013120800,2013120803,2013120806,2013120809,2013120812,65.0,65.0,65.0,63.0,60.0,60.0,60.0,63.0,65.0,2013120818,2013120900,2013120912,63.32,63.27,61.45,67.73,63.64,54.01,65.0,65.0,65.0,"{'+6h_subplot_target_timestamp': '2013120818', '+12h_subplot_target_timestamp': '2013120900', '+24h_subplot_target_timestamp': '2013120912', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,23,2013120815,69.0,2013120803,2013120806,2013120809,2013120812,2013120815,65.0,65.0,63.0,60.0,60.0,60.0,63.0,65.0,65.0,2013120821,2013120903,2013120915,64.12,64.54,63.76,65.97,60.02,47.18,65.0,65.0,65.0,"{'+6h_subplot_target_timestamp': '2013120821', '+12h_subplot_target_timestamp': '2013120903', '+24h_subplot_target_timestamp': '2013120915', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,24,2013120818,72.0,2013120806,2013120809,2013120812,2013120815,2013120818,65.0,63.0,60.0,60.0,60.0,63.0,65.0,65.0,65.0,2013120900,2013120906,2013120918,62.82,65.12,68.26,67.61,61.68,48.74,65.0,65.0,65.0,"{'+6h_subplot_target_timestamp': '2013120900', '+12h_subplot_target_timestamp': '2013120906', '+24h_subplot_target_timestamp': '2013120918', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,25,2013120821,75.0,2013120809,2013120812,2013120815,2013120818,2013120821,63.0,60.0,60.0,60.0,63.0,65.0,65.0,65.0,68.0,2013120903,2013120909,2013120921,61.59,65.0,70.78,64.33,59.38,48.28,63.0,63.0,63.0,"{'+6h_subplot_target_timestamp': '2013120903', '+12h_subplot_target_timestamp': '2013120909', '+24h_subplot_target_timestamp': '2013120921', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,26,2013120900,78.0,2013120812,2013120815,2013120818,2013120821,2013120900,60.0,60.0,60.0,63.0,65.0,65.0,65.0,68.0,70.0,2013120906,2013120912,2013121000,65.86,69.85,76.71,68.84,64.8,55.14,60.0,60.0,60.0,"{'+6h_subplot_target_timestamp': '2013120906', '+12h_subplot_target_timestamp': '2013120912', '+24h_subplot_target_timestamp': '2013121000', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,27,2013120903,81.0,2013120815,2013120818,2013120821,2013120900,2013120903,60.0,60.0,63.0,65.0,65.0,65.0,68.0,70.0,78.0,2013120909,2013120915,2013121003,66.75,71.37,79.5,70.29,66.78,58.02,60.0,60.0,60.0,"{'+6h_subplot_target_timestamp': '2013120909', '+12h_subplot_target_timestamp': '2013120915', '+24h_subplot_target_timestamp': '2013121003', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,28,2013120906,84.0,2013120818,2013120821,2013120900,2013120903,2013120906,60.0,63.0,65.0,65.0,65.0,68.0,70.0,78.0,85.0,2013120912,2013120918,2013121006,65.93,70.68,79.34,73.99,72.74,68.21,60.0,60.0,60.0,"{'+6h_subplot_target_timestamp': '2013120912', '+12h_subplot_target_timestamp': '2013120918', '+24h_subplot_target_timestamp': '2013121006', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,29,2013120909,87.0,2013120821,2013120900,2013120903,2013120906,2013120909,63.0,65.0,65.0,65.0,68.0,70.0,78.0,85.0,83.0,2013120915,2013120921,2013121009,63.53,70.67,84.59,77.15,76.02,71.5,63.0,63.0,63.0,"{'+6h_subplot_target_timestamp': '2013120915', '+12h_subplot_target_timestamp': '2013120921', '+24h_subplot_target_timestamp': '2013121009', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,30,2013120912,90.0,2013120900,2013120903,2013120906,2013120909,2013120912,65.0,65.0,65.0,68.0,70.0,78.0,85.0,83.0,80.0,2013120918,2013121000,2013121012,69.94,75.71,85.74,78.25,74.41,64.67,65.0,65.0,65.0,"{'+6h_subplot_target_timestamp': '2013120918', '+12h_subplot_target_timestamp': '2013121000', '+24h_subplot_target_timestamp': '2013121012', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,31,2013120915,93.0,2013120903,2013120906,2013120909,2013120912,2013120915,65.0,65.0,68.0,70.0,78.0,85.0,83.0,80.0,73.0,2013120921,2013121003,2013121015,73.21,76.42,80.81,73.87,69.27,58.31,65.0,65.0,65.0,"{'+6h_subplot_target_timestamp': '2013120921', '+12h_subplot_target_timestamp': '2013121003', '+24h_subplot_target_timestamp': '2013121015', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,32,2013120918,96.0,2013120906,2013120909,2013120912,2013120915,2013120918,65.0,68.0,70.0,78.0,85.0,83.0,80.0,73.0,65.0,2013121000,2013121006,2013121018,80.89,80.24,75.81,73.35,69.71,60.43,65.0,65.0,65.0,"{'+6h_subplot_target_timestamp': '2013121000', '+12h_subplot_target_timestamp': '2013121006', '+24h_subplot_target_timestamp': '2013121018', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,33,2013120921,99.0,2013120909,2013120912,2013120915,2013120918,2013120921,68.0,70.0,78.0,85.0,83.0,80.0,73.0,65.0,58.0,2013121003,2013121009,2013121021,85.77,82.39,72.7,75.51,69.75,56.55,68.0,68.0,68.0,"{'+6h_subplot_target_timestamp': '2013121003', '+12h_subplot_target_timestamp': '2013121009', '+24h_subplot_target_timestamp': '2013121021', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
