cyclone_id,storm_name,basin,atcf_id,timestamp,temporal_offset_h,tcir_lat,tcir_lon,tcir_vmax,tcir_mslp,ships_lat,ships_lon,center_dist_km,rsst_c,cohc_kj_cm2,shrd_kt,rhmd_pct,dtl_km
201504I,Cyclone Megh,IO,IO042015,2015110212,0,13.4,50.6,100.0,948.0,13.4,50.6,0.0,28.5,13.0,9.8,45.0,156.0
201504I,Cyclone Megh,IO,IO042015,2015110215,-3,13.6,50.1,95.0,952.0,13.4,50.6,58.5,28.5,13.0,9.8,45.0,156.0
201504I,Cyclone Megh,IO,IO042015,2015110218,0,13.7,49.6,90.0,956.0,13.7,49.6,0.0,28.5,16.0,11.4,48.0,97.0
201504I,Cyclone Megh,IO,IO042015,2015110221,-3,13.8,49.2,83.0,962.0,13.7,49.6,44.6,28.5,16.0,11.4,48.0,97.0
201504I,Cyclone Megh,IO,IO042015,2015110300,0,14.0,48.9,75.0,967.0,14.0,48.9,0.0,28.6,16.0,14.9,52.0,37.0
201504I,Cyclone Megh,IO,IO042015,2015110303,-3,13.9,48.4,63.0,976.0,14.0,48.9,55.1,28.6,16.0,14.9,52.0,37.0
201504I,Cyclone Megh,IO,IO042015,2015110306,0,13.9,47.9,50.0,985.0,13.9,47.9,0.0,28.8,20.0,16.3,53.0,4.0
201504I,Cyclone Megh,IO,IO042015,2015110309,-3,13.9,47.8,45.0,989.0,13.9,47.9,10.8,28.8,20.0,16.3,53.0,4.0
201504I,Cyclone Megh,IO,IO042015,2015110312,0,14.0,47.6,40.0,993.0,14.0,47.6,0.0,29.0,23.0,,,-18.0
201504I,Cyclone Megh,IO,IO042015,2015110315,-3,14.2,47.5,35.0,997.0,14.0,47.6,24.7,29.0,23.0,,,-18.0
201504I,Cyclone Megh,IO,IO042015,2015110318,0,14.3,47.4,30.0,1000.0,14.3,47.4,0.0,29.0,22.0,,,-58.0
200413E,Hurricane Javier,EP,EP132004,2004091018,0,11.2,-93.5,30.0,1005.0,11.2,-93.5,0.0,28.7,12.0,11.3,78.0,380.0
200413E,Hurricane Javier,EP,EP132004,2004091021,-3,11.3,-94.4,30.0,1005.0,11.2,-93.5,98.8,28.7,12.0,11.3,78.0,380.0
200413E,Hurricane Javier,EP,EP132004,2004091100,0,11.4,-95.3,30.0,1004.0,11.4,-95.3,0.0,29.0,16.0,13.6,76.0,479.0
200413E,Hurricane Javier,EP,EP132004,2004091103,-3,11.5,-95.9,30.0,1004.0,11.4,-95.3,66.3,29.0,16.0,13.6,76.0,479.0
200413E,Hurricane Javier,EP,EP132004,2004091106,0,11.6,-96.6,30.0,1003.0,11.6,-96.6,0.0,29.3,18.0,17.5,72.0,451.0
200413E,Hurricane Javier,EP,EP132004,2004091109,-3,11.6,-97.2,33.0,1003.0,11.6,-96.6,65.4,29.3,18.0,17.5,72.0,451.0
200413E,Hurricane Javier,EP,EP132004,2004091112,0,11.7,-97.8,35.0,1002.0,11.7,-97.8,0.0,29.4,20.0,20.3,71.0,461.0
200413E,Hurricane Javier,EP,EP132004,2004091115,-3,11.8,-98.5,38.0,1002.0,11.7,-97.8,77.0,29.4,20.0,20.3,71.0,461.0
200413E,Hurricane Javier,EP,EP132004,2004091118,0,11.9,-99.2,40.0,1001.0,11.9,-99.2,0.0,29.4,23.0,16.9,71.0,480.0
200413E,Hurricane Javier,EP,EP132004,2004091121,-3,11.9,-99.8,43.0,1001.0,11.9,-99.2,65.3,29.4,23.0,16.9,71.0,480.0
200413E,Hurricane Javier,EP,EP132004,2004091200,0,12.0,-100.4,45.0,1000.0,12.0,-100.4,0.0,29.3,26.0,13.5,72.0,525.0
200413E,Hurricane Javier,EP,EP132004,2004091203,-3,12.1,-100.9,50.0,997.0,12.0,-100.4,55.5,29.3,26.0,13.5,72.0,525.0
200413E,Hurricane Javier,EP,EP132004,2004091206,0,12.2,-101.4,55.0,994.0,12.2,-101.4,0.0,29.3,26.0,14.7,70.0,534.0
200413E,Hurricane Javier,EP,EP132004,2004091209,-3,12.4,-101.9,58.0,993.0,12.2,-101.4,58.7,29.3,26.0,14.7,70.0,534.0
200413E,Hurricane Javier,EP,EP132004,2004091212,0,12.5,-102.4,60.0,991.0,12.5,-102.4,0.0,29.4,28.0,13.9,72.0,547.0
200413E,Hurricane Javier,EP,EP132004,2004091215,-3,12.8,-102.9,63.0,989.0,12.5,-102.4,63.7,29.4,28.0,13.9,72.0,547.0
200413E,Hurricane Javier,EP,EP132004,2004091218,0,13.1,-103.4,65.0,987.0,13.1,-103.4,0.0,29.6,28.0,10.5,68.0,533.0
200413E,Hurricane Javier,EP,EP132004,2004091221,-3,13.4,-103.7,70.0,983.0,13.1,-103.4,46.6,29.6,28.0,10.5,68.0,533.0
200413E,Hurricane Javier,EP,EP132004,2004091300,0,13.6,-104.0,75.0,979.0,13.6,-104.0,0.0,29.8,30.0,10.9,68.0,517.0
200413E,Hurricane Javier,EP,EP132004,2004091303,-3,13.9,-104.4,83.0,975.0,13.6,-104.0,54.6,29.8,30.0,10.9,68.0,517.0
200413E,Hurricane Javier,EP,EP132004,2004091306,0,14.1,-104.8,90.0,970.0,14.1,-104.8,0.0,29.9,32.0,9.8,65.0,496.0
200413E,Hurricane Javier,EP,EP132004,2004091309,-3,14.4,-105.1,98.0,964.0,14.1,-104.8,46.5,29.9,32.0,9.8,65.0,496.0
200413E,Hurricane Javier,EP,EP132004,2004091312,0,14.7,-105.4,105.0,957.0,14.7,-105.4,0.0,29.8,35.0,11.2,68.0,458.0
200413E,Hurricane Javier,EP,EP132004,2004091315,-3,14.9,-105.8,113.0,950.0,14.7,-105.4,48.4,29.8,35.0,11.2,68.0,458.0
200413E,Hurricane Javier,EP,EP132004,2004091318,0,15.2,-106.1,120.0,942.0,15.2,-106.1,0.0,29.6,36.0,9.9,63.0,450.0
200413E,Hurricane Javier,EP,EP132004,2004091321,-3,15.6,-106.4,125.0,936.0,15.2,-106.1,54.9,29.6,36.0,9.9,63.0,450.0
200413E,Hurricane Javier,EP,EP132004,2004091400,0,15.9,-106.8,130.0,930.0,15.9,-106.8,0.0,29.4,38.0,8.7,61.0,428.0
200413E,Hurricane Javier,EP,EP132004,2004091403,-3,16.1,-107.0,128.0,933.0,15.9,-106.8,30.8,29.4,38.0,8.7,61.0,428.0
200413E,Hurricane Javier,EP,EP132004,2004091406,0,16.3,-107.2,125.0,936.0,16.3,-107.2,0.0,29.3,38.0,10.1,59.0,413.0
200413E,Hurricane Javier,EP,EP132004,2004091409,-3,16.5,-107.3,125.0,936.0,16.3,-107.2,24.7,29.3,38.0,10.1,59.0,413.0
200413E,Hurricane Javier,EP,EP132004,2004091412,0,16.6,-107.5,125.0,936.0,16.6,-107.5,0.0,29.2,37.0,12.5,59.0,407.0
200413E,Hurricane Javier,EP,EP132004,2004091415,-3,16.8,-107.6,125.0,936.0,16.6,-107.5,24.7,29.2,37.0,12.5,59.0,407.0
200413E,Hurricane Javier,EP,EP132004,2004091418,0,17.0,-107.7,125.0,936.0,17.0,-107.7,0.0,29.2,35.0,6.2,58.0,391.0
200413E,Hurricane Javier,EP,EP132004,2004091421,-3,17.2,-107.8,125.0,936.0,17.0,-107.7,24.6,29.2,35.0,6.2,58.0,391.0
200413E,Hurricane Javier,EP,EP132004,2004091500,0,17.4,-108.0,125.0,936.0,17.4,-108.0,0.0,29.2,31.0,8.2,56.0,388.0
200413E,Hurricane Javier,EP,EP132004,2004091503,-3,17.5,-108.2,125.0,936.0,17.4,-108.0,24.0,29.2,31.0,8.2,56.0,388.0
200413E,Hurricane Javier,EP,EP132004,2004091506,0,17.7,-108.3,125.0,936.0,17.7,-108.3,0.0,29.2,29.0,12.1,56.0,395.0
200413E,Hurricane Javier,EP,EP132004,2004091509,-3,17.9,-108.4,120.0,942.0,17.7,-108.3,24.6,29.2,29.0,12.1,56.0,395.0
200413E,Hurricane Javier,EP,EP132004,2004091512,0,18.1,-108.6,115.0,948.0,18.1,-108.6,0.0,29.2,27.0,15.4,55.0,395.0
200413E,Hurricane Javier,EP,EP132004,2004091515,-3,18.3,-108.8,115.0,948.0,18.1,-108.6,30.7,29.2,27.0,15.4,55.0,395.0
200413E,Hurricane Javier,EP,EP132004,2004091518,0,18.5,-109.0,115.0,948.0,18.5,-109.0,0.0,29.1,25.0,15.2,52.0,405.0
200413E,Hurricane Javier,EP,EP132004,2004091521,-3,18.7,-109.3,113.0,949.0,18.5,-109.0,38.7,29.1,25.0,15.2,52.0,405.0
200413E,Hurricane Javier,EP,EP132004,2004091600,0,18.9,-109.5,110.0,950.0,18.9,-109.5,0.0,28.9,23.0,7.0,51.0,431.0
200413E,Hurricane Javier,EP,EP132004,2004091603,-3,19.0,-109.8,105.0,955.0,18.9,-109.5,33.5,28.9,23.0,7.0,51.0,431.0
200413E,Hurricane Javier,EP,EP132004,2004091606,0,19.1,-110.0,100.0,960.0,19.1,-110.0,0.0,28.6,22.0,8.3,50.0,426.0
200413E,Hurricane Javier,EP,EP132004,2004091609,-3,19.3,-110.2,100.0,960.0,19.1,-110.0,30.6,28.6,22.0,8.3,50.0,426.0
200413E,Hurricane Javier,EP,EP132004,2004091612,0,19.4,-110.4,100.0,960.0,19.4,-110.4,0.0,28.4,20.0,6.6,51.0,394.0
200413E,Hurricane Javier,EP,EP132004,2004091615,-3,19.6,-110.7,100.0,960.0,19.4,-110.4,38.5,28.4,20.0,6.6,51.0,394.0
200413E,Hurricane Javier,EP,EP132004,2004091618,0,19.8,-110.9,100.0,960.0,19.8,-110.9,0.0,28.1,16.0,9.2,53.0,359.0
200413E,Hurricane Javier,EP,EP132004,2004091621,-3,20.1,-111.1,100.0,960.0,19.8,-110.9,39.4,28.1,16.0,9.2,53.0,359.0
200413E,Hurricane Javier,EP,EP132004,2004091700,0,20.5,-111.2,100.0,960.0,20.5,-111.2,0.0,28.0,15.0,6.1,53.0,296.0
200413E,Hurricane Javier,EP,EP132004,2004091703,-3,20.8,-111.4,100.0,960.0,20.5,-111.2,39.3,28.0,15.0,6.1,53.0,296.0
200413E,Hurricane Javier,EP,EP132004,2004091706,0,21.0,-111.6,100.0,960.0,21.0,-111.6,0.0,27.7,12.0,5.0,51.0,268.0
200413E,Hurricane Javier,EP,EP132004,2004091709,-3,21.3,-111.8,98.0,961.0,21.0,-111.6,39.3,27.7,12.0,5.0,51.0,268.0
200413E,Hurricane Javier,EP,EP132004,2004091712,0,21.5,-111.9,95.0,962.0,21.5,-111.9,0.0,27.4,8.0,6.0,52.0,249.0
200413E,Hurricane Javier,EP,EP132004,2004091715,-3,21.7,-112.0,93.0,964.0,21.5,-111.9,24.5,27.4,8.0,6.0,52.0,249.0
200413E,Hurricane Javier,EP,EP132004,2004091718,0,21.9,-112.1,90.0,965.0,21.9,-112.1,0.0,27.3,6.0,11.6,52.0,240.0
200413E,Hurricane Javier,EP,EP132004,2004091721,-3,22.1,-112.3,83.0,968.0,21.9,-112.1,30.3,27.3,6.0,11.6,52.0,240.0
200413E,Hurricane Javier,EP,EP132004,2004091800,0,22.4,-112.4,75.0,970.0,22.4,-112.4,0.0,28.0,3.0,8.4,51.0,232.0
200413E,Hurricane Javier,EP,EP132004,2004091803,-3,22.7,-112.6,70.0,973.0,22.4,-112.4,39.2,28.0,3.0,8.4,51.0,232.0
200413E,Hurricane Javier,EP,EP132004,2004091806,0,23.0,-112.8,65.0,975.0,23.0,-112.8,0.0,27.6,1.0,6.1,50.0,203.0
200413E,Hurricane Javier,EP,EP132004,2004091809,-3,23.1,-113.0,58.0,981.0,23.0,-112.8,23.3,27.6,1.0,6.1,50.0,203.0
200413E,Hurricane Javier,EP,EP132004,2004091812,0,23.3,-113.2,50.0,987.0,23.3,-113.2,0.0,27.2,0.0,11.2,49.0,204.0
200413E,Hurricane Javier,EP,EP132004,2004091815,-3,23.6,-113.3,48.0,991.0,23.3,-113.2,34.9,27.2,0.0,11.2,49.0,204.0
200413E,Hurricane Javier,EP,EP132004,2004091818,0,23.9,-113.4,45.0,995.0,23.9,-113.4,0.0,26.9,0.0,13.1,50.0,165.0
200413E,Hurricane Javier,EP,EP132004,2004091821,-3,24.4,-113.5,38.0,998.0,23.9,-113.4,56.5,26.9,0.0,13.1,50.0,165.0
200413E,Hurricane Javier,EP,EP132004,2004091900,0,24.8,-113.5,30.0,1001.0,24.8,-113.5,0.0,26.6,0.0,18.5,49.0,132.0
200413E,Hurricane Javier,EP,EP132004,2004091903,-3,25.3,-113.3,30.0,1001.0,24.8,-113.5,59.1,26.6,0.0,18.5,49.0,132.0
200413E,Hurricane Javier,EP,EP132004,2004091906,0,25.7,-113.2,30.0,1001.0,25.7,-113.2,0.0,27.0,0.0,,,92.0
200413E,Hurricane Javier,EP,EP132004,2004091909,-3,26.3,-113.0,28.0,1002.0,25.7,-113.2,69.6,27.0,0.0,,,92.0
200413E,Hurricane Javier,EP,EP132004,2004091912,0,26.9,-112.7,25.0,1003.0,26.9,-112.7,0.0,28.7,1.0,,,-42.0
200413E,Hurricane Javier,EP,EP132004,2004091915,-3,27.7,-112.3,23.0,1003.0,26.9,-112.7,97.3,28.7,1.0,,,-42.0
